Biosample,Contig,Genus,Species,Predicted_mobility,Size,Relaxase,PCN,Percentage_DNA_load,Total_DNA_load,Replicon_type,Replicon_form,Chromosome_size,GC,Plasmids_per_cell,Topology,Predicted_PTU
GCF_001441225,NZ_CP012929.1,Salmonella,Salmonella enterica,conjugative,96042,MOBP,2.80610294950315,5.62599410095423,269503.739476182,IncI-gamma/K1,Single replicons,4790331,49.8615189188064,5,circular,PTU-I1
GCF_001441225,NZ_CP012928.1,Salmonella,Salmonella enterica,conjugative,62920,MOBF,5.83419116533658,7.66308858663373,367087.308122977,"IncFIA,IncFIC",Multiple replicons,4790331,51.727590591227,5,circular,PTU-FE
GCF_001441225,NZ_CP012925.1,Salmonella,Salmonella enterica,mobilizable,2096,No MOB,94.3379788306164,4.12773989164782,197732.403628972,ColpVC,Single replicons,4790331,55.5820610687023,5,circular,PTU-E11
GCF_001441225,NZ_CP012927.1,Salmonella,Salmonella enterica,mobilizable,3372,MOBP,44.4638323795153,3.12988899480486,149932.042783726,-,Single replicons,4790331,55.1304863582444,5,circular,PTU-?
GCF_001441245,NZ_CP012933.1,Salmonella,Salmonella enterica,mobilizable,3319,MOBF,28.429141348243,1.96182158235145,94356.3201348185,rep_cluster_2350,Single replicons,4809628,43.3564326604399,6,circular,PTU-E1
GCF_001441245,NZ_CP012936.1,Salmonella,Salmonella enterica,conjugative,98999,MOBP,1.93695571241435,3.98693367913918,191756.678573308,IncI-gamma/K1,Single replicons,4809628,49.8772714875908,6,circular,PTU-I1
GCF_001441245,NZ_CP012931.1,Salmonella,Salmonella enterica,conjugative,236176,MOBH,1.1407521924875,5.6016450713637,269418.289812929,"IncHI2A,rep_cluster_1088",Multiple replicons,4809628,46.4280875279453,6,circular,PTU-HI2
GCF_001441245,NZ_CP012932.1,Salmonella,Salmonella enterica,mobilizable,2096,No MOB,86.6823880637496,3.77755380211566,181686.285381619,ColpVC,Single replicons,4809628,55.5343511450382,6,circular,PTU-E11
GCF_001441245,NZ_CP012935.1,Salmonella,Salmonella enterica,mobilizable,3905,MOBQ,17.9346139701193,1.45613481028712,70034.667553316,Col156,Single replicons,4809628,51.0627400768246,6,circular,PTU-E19
GCF_001441245,NZ_CP012934.1,Salmonella,Salmonella enterica,mobilizable,3372,MOBP,31.1235995961322,2.18205603090629,104948.777838158,-,Single replicons,4809628,55.1304863582444,6,circular,PTU-E1
GCF_001448485,NZ_CP022502.1,Salmonella,Salmonella enterica,mobilizable,66760,Multiple MOB,1.10590846495051,1.54380688208101,73830.4491200959,IncX1,Single replicons,4782363,44.5850808867585,2,circular,-
GCF_001448665,NZ_CP030289.1,Salmonella,Salmonella enterica,conjugative,117908,MOBP,1.30353163861383,3.17886082827237,153696.808445679,rep_cluster_2165,Single replicons,4834965,50.7064830206602,3,circular,-
GCF_001448665,NZ_CP030291.1,Salmonella,Salmonella enterica,non-mobilizable,1526,No MOB,82.4356391909016,2.60181377539064,125796.785405316,-,Single replicons,4834965,50,3,circular,-
GCF_001448785,NZ_CP030177.1,Salmonella,Salmonella enterica,conjugative,131435,MOBF,1.16327035107091,3.17045646265807,152894.438593005,"IncFIA,IncFII,rep_cluster_2165",Multiple replicons,4822474,51.3539011678777,2,circular,-
GCF_001479685,NZ_CP123662.1,Salmonella,Salmonella enterica,mobilizable,46121,MOBP,1.62053479651723,1.56823502054845,74740.685350171,IncX1,Single replicons,4765911,42.7896186119121,2,circular,-
GCF_001479685,NZ_CP123661.1,Salmonella,Salmonella enterica,conjugative,146005,MOBF,1.31799206689635,4.0377051045897,192433.431727202,"IncFIB,IncFIC,rep_cluster_2244",Multiple replicons,4765911,49.4489914728948,2,circular,PTU-?
GCF_001629755,NZ_CP011290.1,Salmonella,Salmonella enterica,conjugative,32098,MOBP,12.2942933284673,8.2568213751571,394622.227257143,IncX4,Single replicons,4779348,41.3732942862484,2,circular,PTU-X4
GCF_001629755,NZ_CP011291.1,Salmonella,Salmonella enterica,conjugative,58005,MOBP,5.60198921232509,6.79890613240377,324943.384260917,IncI2,Single replicons,4779348,42.0532712697181,2,circular,PTU-I2
GCF_001689935,NZ_CP016506.1,Salmonella,Salmonella enterica,conjugative,37697,MOBP,2.83485883118139,2.24912086391973,106865.673359045,IncX1,Single replicons,4751442,41.1783431042258,2,circular,PTU-X1
GCF_001689935,NZ_CP016505.1,Salmonella,Salmonella enterica,mobilizable,2096,No MOB,48.5534451467185,2.14183443736706,101768.021027522,ColpVC,Single replicons,4751442,55.5820610687023,2,circular,PTU-E11
GCF_001690005,NZ_CP016509.1,Salmonella,Salmonella enterica,conjugative,37697,MOBP,3.08013274804944,2.44371633291998,116111.76420322,IncX1,Single replicons,4751442,41.1783431042258,2,circular,PTU-X1
GCF_001690005,NZ_CP016508.1,Salmonella,Salmonella enterica,mobilizable,2096,No MOB,265.773957728265,11.7240664075967,557062.215398443,ColpVC,Single replicons,4751442,55.5820610687023,2,circular,PTU-E11
GCF_001690055,NZ_CP016515.1,Salmonella,Salmonella enterica,conjugative,37697,MOBP,1.60860569061775,1.27623456010805,60639.6087192173,IncX1,Single replicons,4751447,41.1783431042258,2,circular,PTU-X1
GCF_001690055,NZ_CP016516.1,Salmonella,Salmonella enterica,conjugative,98998,MOBP,1.6461409159408,3.42979009123551,162964.658396307,IncI-gamma/K1,Single replicons,4751447,49.8959574940908,2,circular,PTU-I1
GCF_001690075,NZ_CP016519.1,Salmonella,Salmonella enterica,mobilizable,6647,MOBP,19.5417533940857,2.73384290542527,129894.034810488,rep_cluster_2350,Single replicons,4751335,48.5331728599368,3,circular,PTU-E1
GCF_001690075,NZ_CP016518.1,Salmonella,Salmonella enterica,conjugative,37698,MOBP,2.76603340638987,2.19462377108929,104273.927354085,IncX1,Single replicons,4751335,41.1772507825349,3,circular,PTU-X1
GCF_001690075,NZ_CP016520.1,Salmonella,Salmonella enterica,conjugative,92323,MOBP,3.2974047730427,6.40717400186729,304426.300861621,IncI-gamma/K1,Single replicons,4751335,50.022204651062,3,circular,PTU-I1
GCF_001690095,NZ_CP016532.1,Salmonella,Salmonella enterica,mobilizable,4245,MOBP,17.2160457886509,1.5381016269526,73082.1143728232,rep_cluster_2335,Single replicons,4751449,53.2626619552415,3,circular,PTU-E3
GCF_001690095,NZ_CP016531.1,Salmonella,Salmonella enterica,conjugative,37697,MOBP,1.45379460741243,1.15341015584143,54803.6953156262,IncX1,Single replicons,4751449,41.1783431042258,3,circular,PTU-X1
GCF_001690095,NZ_CP016533.1,Salmonella,Salmonella enterica,conjugative,91980,MOBP,1.6550817074763,3.2039576864588,152234.41545367,IncI-gamma/K1,Single replicons,4751449,50.1902587519026,3,circular,PTU-I1
GCF_001690115,NZ_CP016524.1,Salmonella,Salmonella enterica,conjugative,37697,MOBP,1.38973919575577,1.1028162339675,52388.9984624052,IncX1,Single replicons,4750474,41.1783431042258,3,circular,PTU-X1
GCF_001690115,NZ_CP016522.1,Salmonella,Salmonella enterica,conjugative,101723,MOBP,1.99092485946232,4.26321351256918,202522.849479085,IncI-gamma/K1,Single replicons,4750474,50.0034407164555,3,circular,PTU-I1
GCF_001690115,NZ_CP016523.1,Salmonella,Salmonella enterica,mobilizable,2096,No MOB,40.2017299149524,1.77377722521458,84262.8259017403,ColpVC,Single replicons,4750474,55.5820610687023,3,circular,PTU-E11
GCF_001692495,NZ_CP016564.1,Salmonella,Salmonella enterica,conjugative,37697,MOBP,2.48434020673231,1.97111551970024,93652.1727731879,IncX1,Single replicons,4751227,41.1783431042258,1,circular,PTU-X1
GCF_001692515,NZ_CP016575.1,Salmonella,Salmonella enterica,conjugative,37697,MOBP,4.10429273012234,3.25625704489599,154719.523047422,IncX1,Single replicons,4751453,41.1783431042258,2,circular,PTU-X1
GCF_001692515,NZ_CP016574.1,Salmonella,Salmonella enterica,mobilizable,2246,No MOB,225.725491488973,10.6699877676204,506979.453884234,ColpVC,Single replicons,4751453,54.4523597506679,2,circular,PTU-E11
GCF_001692535,NZ_CP016580.1,Salmonella,Salmonella enterica,conjugative,37696,MOBP,2.95782781925331,2.34716909087522,111498.277474573,IncX1,Single replicons,4750330,41.179435483871,1,circular,PTU-X1
GCF_001692555,NZ_CP016562.1,Salmonella,Salmonella enterica,conjugative,37697,MOBP,1.70812920206988,1.35525749628471,64391.3465304282,IncX1,Single replicons,4751226,41.1783431042258,1,circular,PTU-X1
GCF_001692575,NZ_CP016571.1,Salmonella,Salmonella enterica,conjugative,37697,MOBP,3.02490187359559,2.39974371376191,114029.725928933,IncX1,Single replicons,4751746,41.1783431042258,3,circular,PTU-X1
GCF_001692575,NZ_CP016572.1,Salmonella,Salmonella enterica,conjugative,98999,MOBP,2.25207769386626,4.69203193131675,222953.439615066,IncI-gamma/K1,Single replicons,4751746,49.8974737118557,3,circular,PTU-I1
GCF_001692575,NZ_CP016570.1,Salmonella,Salmonella enterica,mobilizable,2246,No MOB,183.906985794801,8.69270137955866,413055.090095124,ColpVC,Single replicons,4751746,54.4523597506679,3,circular,PTU-E11
GCF_001692595,NZ_CP016567.1,Salmonella,Salmonella enterica,conjugative,37697,MOBP,2.80278062731711,2.22366129220802,105656.421307973,IncX1,Single replicons,4751462,41.1783431042258,3,circular,PTU-X1
GCF_001692595,NZ_CP016568.1,Salmonella,Salmonella enterica,conjugative,98998,MOBP,2.2113704741891,4.60745038482414,218921.254203773,IncI-gamma/K1,Single replicons,4751462,49.8969676155074,3,circular,PTU-I1
GCF_001692595,NZ_CP016566.1,Salmonella,Salmonella enterica,mobilizable,2246,No MOB,154.635827247486,7.30958319771584,347312.067997853,ColpVC,Single replicons,4751462,54.4523597506679,3,circular,PTU-E11
GCF_001692615,NZ_CP016578.1,Salmonella,Salmonella enterica,conjugative,37697,MOBP,2.93949422081978,2.3321306202742,110810.113642243,IncX1,Single replicons,4751454,41.1783431042258,2,circular,PTU-X1
GCF_001692615,NZ_CP016577.1,Salmonella,Salmonella enterica,mobilizable,2246,No MOB,198.998137562055,9.40659042399182,446949.816964376,ColpVC,Single replicons,4751454,54.4523597506679,2,circular,PTU-E11
GCF_001692635,NZ_CP016587.1,Salmonella,Salmonella enterica,conjugative,37696,MOBP,2.999247406854,2.38003689108756,113059.630248768,IncX1,Single replicons,4750331,41.179435483871,1,circular,PTU-X1
GCF_001831715,NZ_CP075139.1,Salmonella,Salmonella enterica,non-mobilizable,123781,No MOB,2.242171148665,5.68599023317961,277538.186952902,IncFIB,Single replicons,4881088,50.6935636325446,1,circular,-
GCF_001831985,NZ_CP075136.1,Salmonella,Salmonella enterica,non-mobilizable,26158,No MOB,7.70312663101023,4.14067700948183,201498.386413966,IncFII,Single replicons,4866315,48.6466855264164,1,circular,PTU-E73
GCF_001833255,NZ_CP075131.1,Salmonella,Salmonella enterica,non-mobilizable,26158,No MOB,9.90867354831429,5.32895795502438,259191.082676805,IncFII,Single replicons,4863823,48.6963835155593,2,circular,PTU-E73
GCF_001833255,NZ_CP075130.1,Salmonella,Salmonella enterica,non-mobilizable,137164,No MOB,3.70030064969227,10.435166705581,507548.03831439,IncFIB,Single replicons,4863823,51.2218949578607,2,circular,-
GCF_001834735,NZ_CP075133.1,Salmonella,Salmonella enterica,non-mobilizable,124149,No MOB,2.05026425514036,5.11672638656858,254538.257011421,IncFIB,Single replicons,4974631,50.7092284271319,1,circular,-
GCF_001834965,NZ_CP075126.1,Salmonella,Salmonella enterica,non-mobilizable,136500,No MOB,1.60828127449588,4.50560627045714,219530.393968688,IncFIB,Single replicons,4872383,51.207326007326,1,circular,-
GCF_002128385,NZ_CP020824.1,Salmonella,Salmonella enterica,non-mobilizable,59372,No MOB,1.63148934935493,2.07017441201703,96864.7856499007,"IncFIB,IncFII",Multiple replicons,4679064,51.9571515192347,1,circular,PTU-FS
GCF_002196535,NZ_CP017722.1,Salmonella,Salmonella enterica,mobilizable,7665,Multiple MOB,10.0344328156521,1.63065896866401,76913.927531973,"rep_cluster_2350,rep_cluster_2370,rep_cluster_2401",Multiple replicons,4716739,45.883887801696,2,circular,PTU-E75
GCF_002196535,NZ_CP017721.1,Salmonella,Salmonella enterica,conjugative,280421,MOBF,1.32434384739604,7.87352927585444,371373.826030644,"IncFIC,rep_cluster_2183",Multiple replicons,4716739,52.1690600917906,2,circular,-
GCF_002208255,NZ_CP022036.1,Salmonella,Salmonella enterica,conjugative,93727,MOBP,1.14425230560193,2.24605231258353,107247.335847152,rep_cluster_505,Single replicons,4774926,43.3311639122131,2,circular,PTU-E27
GCF_002208255,NZ_CP022035.1,Salmonella,Salmonella enterica,conjugative,136771,MOBF,1.2806485499176,3.66823659300229,175155.58282078,"IncFII,rep_cluster_2165",Multiple replicons,4774926,49.5580203405693,2,circular,PTU-E39
GCF_002208965,NZ_CP022061.1,Salmonella,Salmonella enterica,conjugative,44561,MOBP,2.95951967714616,2.71180913934281,131879.15633331,IncX1,Single replicons,4863143,43.1498395457912,5,circular,PTU-X1
GCF_002208965,NZ_CP022063.1,Salmonella,Salmonella enterica,conjugative,173817,Multiple MOB,1.40052170800527,5.0057027260015,243434.481720351,IncC,Single replicons,4863143,52.0317345253916,5,circular,-
GCF_002209205,NZ_CP022068.1,Salmonella,Salmonella enterica,mobilizable,19849,No MOB,6.09477240444057,2.46045455472364,120975.137455741,rep_cluster_2350,Single replicons,4916780,49.7052748249282,3,circular,PTU-E58
GCF_002209205,NZ_CP022067.2,Salmonella,Salmonella enterica,mobilizable,4301,MOBQ,12.5866318374499,1.10102757359231,54135.1035328718,Col156,Single replicons,4916780,49.3141129969774,3,circular,PTU-E19
GCF_002209205,NZ_CP022066.2,Salmonella,Salmonella enterica,mobilizable,3304,MOBQ,10.7986548746803,0.725652880664658,35678.7557059438,-,Single replicons,4916780,51.8462469733656,3,circular,PTU-E12
GCF_002209225,NZ_CP022072.1,Salmonella,Salmonella enterica,conjugative,42327,MOBP,3.1373502123194,2.71868983399849,132794.622436843,"IncQ1,IncX1",Multiple replicons,4884508,49.6987738323056,2,circular,-
GCF_002209225,NZ_CP022071.1,Salmonella,Salmonella enterica,conjugative,93862,MOBF,1.93717082482796,3.72251878715322,181826.727960002,"IncFIB,IncFII",Multiple replicons,4884508,53.1066885427543,2,circular,PTU-FS
GCF_002211585,NZ_CP022119.1,Salmonella,Salmonella enterica,non-mobilizable,30030,No MOB,2.94710983569938,1.83532055724757,88501.7083660523,IncFII,Single replicons,4822139,47.002997002997,2,circular,PTU-E73
GCF_002211825,NZ_CP022136.1,Salmonella,Salmonella enterica,conjugative,85657,MOBP,1.1058235334161,1.92759361970735,94721.526401823,rep_cluster_505,Single replicons,4913978,43.2994384580361,2,circular,PTU-E27
GCF_002211825,NZ_CP022137.1,Salmonella,Salmonella enterica,conjugative,66457,MOBF,1.52024144030777,2.05598570849388,101030.685398534,IncFII,Single replicons,4913978,51.4949516228539,2,circular,-
GCF_002234735,NZ_CP022492.1,Salmonella,Salmonella enterica,mobilizable,131583,MOBP,2.02565953100242,5.58168472383621,266542.358067892,IncFII,Single replicons,4775303,51.4815743675095,1,circular,-
GCF_002234795,NZ_CP022499.1,Salmonella,Salmonella enterica,mobilizable,38945,MOBQ,5.47419826337024,4.50487843946127,213192.651366954,"IncQ1,rep_cluster_2335",Multiple replicons,4732484,54.903068429837,2,circular,PTU-Q1
GCF_002234795,NZ_CP022498.1,Salmonella,Salmonella enterica,mobilizable,31173,MOBQ,4.4328109916145,2.91990457953157,138184.017041599,IncQ1,Single replicons,4732484,61.4506143136689,2,circular,PTU-Q1
GCF_002947135,NZ_CP026701.1,Salmonella,Salmonella enterica,conjugative,93832,MOBF,1.25183808144992,2.41183063372379,117462.470858609,"IncFIB,IncFII",Multiple replicons,4870262,53.115141955836,1,circular,PTU-FS
GCF_002983965,NZ_CP027413.1,Salmonella,Salmonella enterica,conjugative,93832,MOBF,1.72900953335009,3.36433946596373,162236.422533305,"IncFIB,IncFII",Multiple replicons,4822237,53.115141955836,3,circular,PTU-FS
GCF_002984285,NZ_CP027409.1,Salmonella,Salmonella enterica,conjugative,220137,Multiple MOB,2.18512786099433,9.67333140418797,481027.491935708,"IncFIB,IncFII,IncI-gamma/K1",Multiple replicons,4972718,53.5625542275946,1,circular,-
GCF_003064405,NZ_CP077695.1,Salmonella,Salmonella enterica,non-mobilizable,26031,No MOB,6.60860402343691,3.39288978931654,172028.571334086,IncFII,Single replicons,5070267,48.6842610733356,2,circular,PTU-E73
GCF_003067445,NZ_CP077705.1,Salmonella,Salmonella enterica,conjugative,67728,MOBP,1.5927453756141,2.22586143976226,107873.458799592,"IncFIC,IncFII",Multiple replicons,4846369,45.6428655799669,1,circular,PTU-?
GCF_003067925,NZ_CP077701.1,Salmonella,Salmonella enterica,non-mobilizable,26022,No MOB,1.77469422499174,0.947281156622507,46181.0931227351,IncFII,Single replicons,4875120,48.6626700484206,2,circular,PTU-E73
GCF_003068025,NZ_CP077709.1,Salmonella,Salmonella enterica,non-mobilizable,26031,No MOB,4.82082410949982,2.65419335723176,125490.87239439,IncFII,Single replicons,4728023,48.6688947793016,3,circular,PTU-E73
GCF_003231095,NZ_CP029801.1,Salmonella,Salmonella enterica,conjugative,34063,MOBF,2.50067459847986,1.82235807376293,85180.4788480196,IncN,Single replicons,4674190,48.7038722367378,2,circular,PTU-N3
GCF_003324815,NZ_CP029996.1,Salmonella,Salmonella enterica,conjugative,87775,MOBP,1.30921674975009,2.33555881164389,114916.500209314,rep_cluster_505,Single replicons,4920300,43.2571916832811,3,circular,PTU-E27
GCF_003324815,NZ_CP029998.1,Salmonella,Salmonella enterica,conjugative,61198,MOBF,1.83523482843512,2.28263929090853,112312.701030572,"IncFII,IncFII",Multiple replicons,4920300,53.9658158763358,3,circular,PTU-FV
GCF_003324815,NZ_CP029997.1,Salmonella,Salmonella enterica,conjugative,86128,MOBF,2.17706792559032,3.81087548107317,187506.506295243,-,Single replicons,4920300,47.8032695522943,3,circular,-
GCF_003324835,NZ_CP030000.1,Salmonella,Salmonella enterica,conjugative,102921,MOBP,1.74066393196102,3.79185941681128,179150.872541361,IncI-gamma/K1,Single replicons,4724618,49.8615442912525,2,circular,PTU-I1
GCF_003324835,NZ_CP030001.1,Salmonella,Salmonella enterica,mobilizable,4251,Multiple MOB,28.0995321023966,2.52827024253152,119451.110967288,ColRNAI_rep_cluster_1987,Single replicons,4724618,54.1754881204423,2,circular,PTU-E3
GCF_003324855,NZ_CP030003.1,Salmonella,Salmonella enterica,conjugative,119613,MOBP,1.79856476178114,4.59914313456094,215131.726850927,IncI-gamma/K1,Single replicons,4677648,49.1359634822302,2,circular,PTU-I1
GCF_003324855,NZ_CP030004.1,Salmonella,Salmonella enterica,mobilizable,4593,MOBP,44.5010312369293,4.36957283812754,204393.236471216,ColRNAI_rep_cluster_1857,Single replicons,4677648,50.4463313738297,2,circular,PTU-E14
GCF_003324875,NZ_CP030006.1,Salmonella,Salmonella enterica,conjugative,67730,MOBP,1.19430722539723,1.71179718868384,80890.4283761546,"IncFIC,IncFII",Multiple replicons,4725468,45.6666174516462,1,circular,PTU-?
GCF_003324915,NZ_CP030184.1,Salmonella,Salmonella enterica,mobilizable,2318,No MOB,127.616120991065,6.19851021725154,295814.168457289,rep_cluster_2335,Single replicons,4772343,48.0155306298533,3,circular,PTU-E76
GCF_003324955,NZ_CP030208.1,Salmonella,Salmonella enterica,conjugative,74577,Multiple MOB,1.60681106591544,2.47352282300446,119831.148862776,"IncFII,IncFII,IncX1",Multiple replicons,4844554,48.6450246054414,1,circular,PTU-X1
GCF_003324975,NZ_CP030210.1,Salmonella,Salmonella enterica,conjugative,92624,MOBF,1.83762672639402,3.54215126046167,170208.337905519,"IncFIC,IncFII",Multiple replicons,4805225,52.9020556227328,1,circular,PTU-FV
GCF_003324995,NZ_CP030232.1,Salmonella,Salmonella enterica,conjugative,87319,MOBP,2.25770898528608,4.28206157691831,197140.890886195,IncI-gamma/K1,Single replicons,4603878,49.6707474890917,1,circular,PTU-I1
GCF_003325075,NZ_CP030193.1,Salmonella,Salmonella enterica,mobilizable,2264,No MOB,17.3174941729554,0.814509691243712,39206.806807571,rep_cluster_2335,Single replicons,4813547,51.5459363957597,3,circular,PTU-E76
GCF_003325075,NZ_CP030191.1,Salmonella,Salmonella enterica,conjugative,111887,MOBP,2.70047652676443,6.27703888941133,302148.217150092,IncI-gamma/K1,Single replicons,4813547,51.5126869073261,3,circular,PTU-I1
GCF_003325075,NZ_CP030192.1,Salmonella,Salmonella enterica,mobilizable,4096,MOBP,20.9267711870101,1.78072541479274,85716.0547819936,ColRNAI_rep_cluster_1987,Single replicons,4813547,55.5419921875,3,circular,PTU-E3
GCF_003325095,NZ_CP030198.1,Salmonella,Salmonella enterica,conjugative,134274,MOBF,1.12660508409518,3.10653868427899,151273.771061797,IncFIB,Single replicons,4869528,52.2848801703978,5,circular,-
GCF_003325095,NZ_CP030197.1,Salmonella,Salmonella enterica,conjugative,141502,MOBF,1.22440969865247,3.55797155655995,173256.421178722,"IncFIA,IncFII,rep_cluster_2165",Multiple replicons,4869528,51.1010445082048,5,circular,-
GCF_003325115,NZ_CP030195.1,Salmonella,Salmonella enterica,conjugative,38923,MOBP,3.62904451501173,3.03680869407381,141253.299657802,-,Single replicons,4651373,42.4324949258793,1,circular,PTU-X1
GCF_003325135,NZ_CP030204.1,Salmonella,Salmonella enterica,conjugative,138648,MOBP,1.0151983573806,2.7801781707937,140755.221854106,rep_cluster_2165,Single replicons,5062813,49.3371703883215,3,circular,-
GCF_003325135,NZ_CP030205.1,Salmonella,Salmonella enterica,non-mobilizable,33467,No MOB,5.18600519367352,3.42813443468427,173560.035816672,"IncFII,IncK2/Z",Multiple replicons,5062813,49.6847640959751,3,circular,-
GCF_003325155,NZ_CP030212.1,Salmonella,Salmonella enterica,mobilizable,4081,Multiple MOB,5.63667334254993,0.487419349602487,23003.2639109463,rep_cluster_2350,Single replicons,4719399,51.8255329576084,2,circular,PTU-E1
GCF_003325155,NZ_CP030213.1,Salmonella,Salmonella enterica,mobilizable,2519,No MOB,27.6389613785997,1.47524173549837,69622.5437126926,ColpVC,Single replicons,4719399,53.5926955140929,2,circular,PTU-E11
GCF_003325215,NZ_CP030221.1,Salmonella,Salmonella enterica,conjugative,54912,MOBP,1.82994563102508,1.84992040533178,100485.974490849,rep_cluster_1368,Single replicons,5431908,46.3778409090909,3,circular,PTU-?
GCF_003325215,NZ_CP030220.1,Salmonella,Salmonella enterica,conjugative,159279,MOBF,2.05639697883963,6.02994112552344,327540.854392598,IncI1,Single replicons,5431908,51.0418824829387,3,circular,-
GCF_003325215,NZ_CP030222.1,Salmonella,Salmonella enterica,conjugative,54448,MOBP,4.81947603150985,4.8309144956735,262410.830963648,IncFIC,Single replicons,5431908,44.3836320893329,3,circular,PTU-?
GCF_003325255,NZ_CP030230.1,Salmonella,Salmonella enterica,mobilizable,2699,No MOB,70.7732795891875,4.03022188525396,191017.081611217,rep_cluster_2335,Single replicons,4739617,50.3519822156354,5,circular,PTU-E76
GCF_003325255,NZ_CP030226.1,Salmonella,Salmonella enterica,mobilizable,5410,MOBP,10.7537804198745,1.22748213772381,58177.9520715213,rep_cluster_2335,Single replicons,4739617,52.2920517560074,5,circular,PTU-E3
GCF_003325255,NZ_CP030227.1,Salmonella,Salmonella enterica,mobilizable,4096,MOBP,24.172954577954,2.08903845925313,99012.4219512995,ColRNAI_rep_cluster_1987,Single replicons,4739617,55.517578125,5,circular,PTU-E3
GCF_003325255,NZ_CP030228.1,Salmonella,Salmonella enterica,mobilizable,3428,No MOB,49.943973102712,3.61227373005238,171207.939796097,-,Single replicons,4739617,49.5332555425904,5,circular,-
GCF_003325275,NZ_CP030234.1,Salmonella,Salmonella enterica,conjugative,94810,MOBP,1.49868344480478,3.00415658133247,142090.177401942,IncI-gamma/K1,Single replicons,4729786,49.9683577681679,1,circular,PTU-I1
GCF_003325335,NZ_CP030025.1,Salmonella,Salmonella enterica,conjugative,100335,MOBP,2.20696308703259,4.656474008638,221435.641337415,IncI-gamma/K1,Single replicons,4755436,49.9257487417153,1,circular,PTU-I1
GCF_003429425,NZ_CP023469.1,Salmonella,Salmonella enterica,conjugative,94044,MOBF,2.80649511876119,5.6884503341782,263934.026948777,"IncFIB,IncFII",Multiple replicons,4639823,49.6554804134235,1,circular,PTU-FS
GCF_003429445,NZ_CP023471.1,Salmonella,Salmonella enterica,conjugative,81125,MOBF,3.7235146747845,6.73752498923011,302070.127991893,"IncFIA,IncFIB",Multiple replicons,4483399,51.3306625577812,1,circular,-
GCF_003571625,NZ_CP032193.1,Salmonella,Salmonella enterica,conjugative,87450,MOBP,1.27401073261342,2.26591054921842,111412.238567044,"IncL/M,rep_cluster_1254",Multiple replicons,4916886,51.5220125786163,2,circular,PTU-L/M
GCF_003571625,NZ_CP032192.1,Salmonella,Salmonella enterica,conjugative,159356,Multiple MOB,1.39223747226429,4.51223385350297,221861.394630148,IncC,Single replicons,4916886,51.5437134466227,2,circular,PTU-C
GCF_003589805,NZ_CP032389.1,Salmonella,Salmonella enterica,conjugative,36009,MOBP,2.2067611595233,1.64034798459289,79463.2625932745,IncX1,Single replicons,4844293,44.4972090310756,2,circular,PTU-X1
GCF_003589805,NZ_CP032388.1,Salmonella,Salmonella enterica,conjugative,124532,Multiple MOB,1.52157323288066,3.91150076671859,189484.557837095,"IncC,IncFII",Multiple replicons,4844293,52.176950502682,2,circular,PTU-C
GCF_003589825,NZ_CP032392.1,Salmonella,Salmonella enterica,conjugative,74461,Multiple MOB,1.011775267572,1.55435465572491,75337.7981986789,"IncFII,IncX1",Multiple replicons,4846886,48.6402277702421,2,circular,PTU-X1
GCF_003589845,NZ_CP032395.1,Salmonella,Salmonella enterica,conjugative,164900,MOBH,1.87909543109685,6.37782835940008,309862.83658787,"IncC,IncFII",Multiple replicons,4858438,51.7604608853851,2,circular,-
GCF_003589865,NZ_CP032397.1,Salmonella,Salmonella enterica,conjugative,329264,Multiple MOB,1.86420401786211,12.6089419318512,613815.27173735,"IncC,IncFIB,IncFII,IncFII,IncX1",Multiple replicons,4868095,51.4745007046018,1,circular,-
GCF_003710125,NZ_CP033339.1,Salmonella,Salmonella enterica,conjugative,104123,MOBP,1.43179034461407,3.17910680277924,149082.306052251,-,Single replicons,4689440,50.470117073077,1,circular,-
GCF_003710185,NZ_CP033346.1,Salmonella,Salmonella enterica,non-mobilizable,109917,No MOB,1.36801601060296,3.11060144602061,150368.215837446,IncFIB,Single replicons,4834056,50.6900661408153,1,circular,PTU-E18
GCF_003986675,NZ_CP028319.1,Salmonella,Salmonella enterica,conjugative,94045,MOBF,1.42178004437688,2.73753150143926,133711.304273424,"IncFIB,IncFII",Multiple replicons,4884375,53.1277579881971,1,circular,PTU-FS
GCF_003994655,NZ_CP034720.1,Salmonella,Salmonella enterica,conjugative,93964,MOBF,1.50135355694956,2.95986896104397,141073.185625209,"IncFIB,IncFII",Multiple replicons,4766197,53.1277936230897,1,circular,PTU-FS
GCF_004358925,NZ_CP037959.1,Salmonella,Salmonella enterica,conjugative,278374,MOBH,1.13321305780815,6.79051668884815,315457.051754286,"IncHI2A,rep_cluster_1088",Multiple replicons,4645553,47.3269773757607,2,circular,PTU-HI2
GCF_004358925,NZ_CP037958.1,Salmonella,Salmonella enterica,mobilizable,3373,MOBP,6.9867131049235,0.507284779721746,23566.183302907,-,Single replicons,4645553,55.0252001185888,2,circular,PTU-E1
GCF_004768605,NZ_CP038603.1,Salmonella,Salmonella enterica,mobilizable,6237,MOBP,9.80042298981796,1.27224602087734,61125.2381874946,ColRNAI_rep_cluster_1987,Single replicons,4804514,50.0400833734167,2,circular,PTU-E3
