AnnotationAccession,SeqID,SeqType,PIRAReadCount,replicon_length,PIRASequencingCoverage,PIRALongestRepliconCoverage,PIRACopyNumber,InitialReadCount,AdditionalReadCount,InitialCopyNumberEstimate,RepliconDNAContent,Organism,Strain,TaxonomicGroup,TaxonomicSubgroup,host,isolation_source,Annotation,Genus,max_replicon_length,normalized_replicon_length,Plasmid,PredictedMobility,log10_replicon_length,log10_PIRACopyNumber,log10_normalized_replicon_length,Size_Cluster
GCF_026247945.1_ASM2624794v1,NZ_CP110949.1,plasmid,564336,133656,4.222302029,2.37322893,1.847485654,503381,60955,1.779138108,246927.5426,Klebsiella pneumoniae subsp. pneumoniae,LC-79/19,Pseudomonadota,Gammaproteobacteria,Homo sapiens,urine,Humans,Klebsiella,5329477,0.025078633,CP110949.1,conjugative,5.12598846,0.266581075,-1.600696133,Cluster_1
GCF_026247945.1_ASM2624794v1,NZ_CP110950.1,plasmid,209600,43380,4.831719686,2.37322893,2.089438781,203083,6517,2.035926507,90639.85432,Klebsiella pneumoniae subsp. pneumoniae,LC-79/19,Pseudomonadota,Gammaproteobacteria,Homo sapiens,urine,Humans,Klebsiella,5329477,0.008139635,CP110950.1,conjugative,4.637289548,0.320029651,-2.089395045,Cluster_1
GCF_026247945.1_ASM2624794v1,NZ_CP110951.1,plasmid,103551,13636,7.593942505,2.37322893,3.289291965,98695,4856,3.199835637,44852.78523,Klebsiella pneumoniae subsp. pneumoniae,LC-79/19,Pseudomonadota,Gammaproteobacteria,Homo sapiens,urine,Humans,Klebsiella,5329477,0.0025586,CP110951.1,mobilizable,4.134686993,0.517102424,-2.5919976,Cluster_2
GCF_032375125.1_ASM3237512v1,NZ_CP135644.1,plasmid,85969,92285,0.931559842,0.87173187,1.092570468,83222,2747,1.068631163,100827.8656,Escherichia coli,TUM17543,Pseudomonadota,Gammaproteobacteria,NA,NA,Unannotated,Escherichia,5055184,0.018255518,CP135644.1,NA,4.965131117,0.038449457,-1.738605851,Cluster_1
GCF_032375125.1_ASM3237512v1,NZ_CP135645.1,plasmid,92506,90712,1.019776876,0.87173187,1.177429435,91433,1073,1.169828604,106806.9789,Escherichia coli,TUM17543,Pseudomonadota,Gammaproteobacteria,NA,NA,Unannotated,Escherichia,5055184,0.017944352,CP135645.1,NA,4.957664742,0.070934889,-1.746072225,Cluster_1
GCF_016406525.1_ASM1640652v1,NZ_CP066444.1,plasmid,172335,192427,0.895586378,0.906418434,1.028595994,157155,15180,0.988049608,197929.6414,Enterococcus faecium,Dallas 71_2,Terrabacteria group,Bacillota,Homo sapiens,rectal swab,Humans,Enterococcus,2907111,0.066191831,CP066444.1,conjugative,5.284266009,0.012244829,-1.179195605,Cluster_1
GCF_016406525.1_ASM1640652v1,NZ_CP066445.1,plasmid,67718,57029,1.187430956,0.906418434,1.42421408,56961,10757,1.310025162,81221.50477,Enterococcus faecium,Dallas 71_2,Terrabacteria group,Bacillota,Homo sapiens,rectal swab,Humans,Enterococcus,2907111,0.01961707,CP066445.1,conjugative,4.756095756,0.153575275,-1.707365858,Cluster_1
GCF_016406525.1_ASM1640652v1,NZ_CP066446.1,plasmid,106612,44420,2.40009005,0.906418434,2.754406856,99898,6714,2.647883096,122350.7526,Enterococcus faecium,Dallas 71_2,Terrabacteria group,Bacillota,Homo sapiens,rectal swab,Humans,Enterococcus,2907111,0.015279774,CP066446.1,non-mobilizable,4.647578554,0.440028091,-1.81588306,Cluster_1
GCF_016406525.1_ASM1640652v1,NZ_CP066447.1,plasmid,23510,6312,3.724651458,0.906418434,4.336168637,20221,3289,4.109196501,27369.89643,Enterococcus faecium,Dallas 71_2,Terrabacteria group,Bacillota,Homo sapiens,rectal swab,Humans,Enterococcus,2907111,0.002171228,CP066447.1,mobilizable,3.80016699,0.637106164,-2.663294624,Cluster_2
GCF_016406525.1_ASM1640652v1,NZ_CP066448.1,plasmid,24346,6272,3.881696429,0.906418434,4.520657796,20988,3358,4.282455302,28353.5657,Enterococcus faecium,Dallas 71_2,Terrabacteria group,Bacillota,Homo sapiens,rectal swab,Humans,Enterococcus,2907111,0.002157468,CP066448.1,mobilizable,3.79740605,0.655201633,-2.666055565,Cluster_2
GCF_016406525.1_ASM1640652v1,NZ_CP066449.1,plasmid,26768,4305,6.217886179,0.906418434,6.844618317,26310,458,6.859840826,29466.08185,Enterococcus faecium,Dallas 71_2,Terrabacteria group,Bacillota,Homo sapiens,rectal swab,Humans,Enterococcus,2907111,0.001480852,CP066449.1,mobilizable,3.633973156,0.835349235,-2.829488459,Cluster_2
GCF_016406525.1_ASM1640652v1,NZ_CP066450.1,plasmid,36841,1980,18.60656566,0.906418434,20.48291555,35414,1427,20.52756758,40556.17279,Enterococcus faecium,Dallas 71_2,Terrabacteria group,Bacillota,Homo sapiens,rectal swab,Humans,Enterococcus,2907111,0.000681089,CP066450.1,non-mobilizable,3.29666519,1.311391774,-3.166796424,Cluster_2
GCF_001558795.2_ASM155879v2,NZ_CP014063.1,plasmid,666358,37980,17.54497104,4.386323913,3.999925994,666355,3,3.999925994,151917.1892,Staphylococcus aureus,FDAARGOS_159,Terrabacteria group,Bacillota,Homo sapiens,Skin swab,Humans,Staphylococcus,2801196,0.013558494,CP014063.1,mobilizable,4.57955496,0.602051956,-1.867788537,Cluster_1
GCF_000344475.3_ASM34447v3,NZ_CP032632.1,plasmid,251768,72748,3.460823665,2.734808739,1.334944293,237687,14081,1.26547192,97114.52741,Pseudomonas syringae pv. actinidiae str. Shaanxi_M228,Shaanxi_M228,Pseudomonadota,Gammaproteobacteria,Actinidia,NA,Plants,Pseudomonas,6674594,0.01089924,CP032632.1,conjugative,4.861821058,0.125463143,-1.962603796,Cluster_1
GCF_000417265.2_ASM41726v2,NZ_CP011986.1,plasmid,600464,113639,5.283960612,1.95195039,2.752268852,581703,18761,2.707015834,312765.0801,Klebsiella pneumoniae UHKPC07,UHKPC07,Pseudomonadota,Gammaproteobacteria,NA,NA,Unannotated,Klebsiella,5322270,0.021351604,CP011986.1,conjugative,5.055527403,0.439690855,-1.670569499,Cluster_1
GCF_000417265.2_ASM41726v2,NZ_CP011987.1,plasmid,560276,74026,7.568638046,1.95195039,4.166192738,481023,79253,3.877474595,308406.5836,Klebsiella pneumoniae UHKPC07,UHKPC07,Pseudomonadota,Gammaproteobacteria,NA,NA,Unannotated,Klebsiella,5322270,0.013908727,CP011987.1,conjugative,4.869384283,0.619739358,-1.85671262,Cluster_1
GCF_000417265.2_ASM41726v2,NZ_CP011988.1,plasmid,227072,13841,16.40575103,1.95195039,10.59531801,177452,49620,8.404799178,146649.7965,Klebsiella pneumoniae UHKPC07,UHKPC07,Pseudomonadota,Gammaproteobacteria,NA,NA,Unannotated,Klebsiella,5322270,0.002600582,CP011988.1,mobilizable,4.141167469,1.025113996,-2.584929434,Cluster_2
GCF_038396315.1_ASM3839631v1,NZ_CP147098.1,plasmid,254062,114265,2.223445499,1.118826696,1.991840242,252496,1566,1.987301078,227597.6253,Escherichia coli,-,Pseudomonadota,Gammaproteobacteria,NA,river water,Water,Escherichia,4800529,0.023802585,CP147098.1,NA,5.057913224,0.299254502,-1.623375874,Cluster_1
GCF_038396315.1_ASM3839631v1,NZ_CP147095.1,plasmid,148310,92692,1.600030208,1.118826696,1.430268421,147546,764,1.430096559,132574.4405,Escherichia coli,-,Pseudomonadota,Gammaproteobacteria,NA,river water,Water,Escherichia,4800529,0.019308705,CP147095.1,NA,4.967042253,0.15541755,-1.714246845,Cluster_1
GCF_038396315.1_ASM3839631v1,NZ_CP147096.1,plasmid,134909,59498,2.267454368,1.118826696,2.026415395,134909,0,2.026635918,120567.6632,Escherichia coli,-,Pseudomonadota,Gammaproteobacteria,NA,river water,Water,Escherichia,4800529,0.012394051,CP147096.1,NA,4.774502367,0.306728476,-1.90678673,Cluster_1
GCF_038396315.1_ASM3839631v1,NZ_CP147097.1,plasmid,101214,41491,2.439420597,1.118826696,2.199778072,98848,2366,2.180338211,91270.992,Escherichia coli,-,Pseudomonadota,Gammaproteobacteria,NA,river water,Water,Escherichia,4800529,0.008643006,CP147097.1,NA,4.617953902,0.342378869,-2.063335195,Cluster_1
GCF_038396315.1_ASM3839631v1,NZ_CP147100.1,plasmid,79586,4376,18.1869287,1.118826696,16.25358941,79586,0,16.2553582,71125.70728,Escherichia coli,-,Pseudomonadota,Gammaproteobacteria,NA,river water,Water,Escherichia,4800529,0.000911566,CP147100.1,NA,3.641077313,1.210949285,-3.040211784,Cluster_2
GCF_033100295.1_ASM3310029v1,NZ_CP136941.1,plasmid,63352,185591,0.34135276,0.405994266,0.845457677,61868,1484,0.840782218,156909.3357,Klebsiella quasipneumoniae,2022JQ-00300,Pseudomonadota,Gammaproteobacteria,Homo sapiens,urine,Humans,Klebsiella,5213916,0.035595318,CP136941.1,NA,5.268556912,-0.072908128,-1.448607118,Cluster_1
GCF_033100295.1_ASM3310029v1,NZ_CP136942.1,plasmid,55351,163799,0.337920256,0.405994266,0.842537079,54385,966,0.832327656,138006.731,Klebsiella quasipneumoniae,2022JQ-00300,Pseudomonadota,Gammaproteobacteria,Homo sapiens,urine,Humans,Klebsiella,5213916,0.031415734,CP136942.1,NA,5.214311246,-0.074410977,-1.502852784,Cluster_1
GCF_031167025.1_ASM3116702v1,NZ_CP133352.1,plasmid,395443,170093,2.324863457,1.75413648,1.344379036,384303,11140,1.325360645,228669.4634,Enterobacter asburiae,CRECL416,Pseudomonadota,Gammaproteobacteria,NA,hospital sample,Human-impacted,Enterobacter,4883742,0.034828416,CP133352.1,NA,5.230686441,0.128521732,-1.458066272,Cluster_1
GCF_031167025.1_ASM3116702v1,NZ_CP133353.1,plasmid,168867,46716,3.614757257,1.75413648,2.076031962,167103,1764,2.060704682,96983.90912,Enterobacter asburiae,CRECL416,Pseudomonadota,Gammaproteobacteria,NA,hospital sample,Human-impacted,Enterobacter,4883742,0.009565616,CP133353.1,NA,4.66946565,0.317234035,-2.019287063,Cluster_1
GCF_031167025.1_ASM3116702v1,NZ_CP133354.1,plasmid,27059,5149,5.255195184,1.75413648,3.026777796,25152,1907,2.995887289,15584.87887,Enterobacter asburiae,CRECL416,Pseudomonadota,Gammaproteobacteria,NA,hospital sample,Human-impacted,Enterobacter,4883742,0.001054314,CP133354.1,NA,3.711722892,0.480980539,-2.977029821,Cluster_2
GCF_031167025.1_ASM3116702v1,NZ_CP133355.1,plasmid,21391,4956,4.316182405,1.75413648,2.497430923,19630,1761,2.460573881,12377.26766,Enterobacter asburiae,CRECL416,Pseudomonadota,Gammaproteobacteria,NA,hospital sample,Human-impacted,Enterobacter,4883742,0.001014796,CP133355.1,NA,3.695131298,0.397493485,-2.993621415,Cluster_2
GCF_036884935.1_ASM3688493v1,NZ_CP145727.1,plasmid,503124,181710,2.768829454,1.372802635,2.016917351,503113,11,2.016917351,366494.0518,Bacillus anthracis,-,Terrabacteria group,Bacillota,NA,culture,Human-impacted,Bacillus,5226999,0.034763733,CP145727.1,NA,5.259378828,0.304688102,-1.458873589,Cluster_1
GCF_036884935.1_ASM3688493v1,NZ_CP145728.1,plasmid,94483,94722,0.997476827,1.372802635,0.726598858,94472,11,0.726598858,68824.89704,Bacillus anthracis,-,Terrabacteria group,Bacillota,NA,culture,Human-impacted,Bacillus,5226999,0.018121679,CP145728.1,NA,4.976450859,-0.138705289,-1.741801558,Cluster_1
GCF_038441125.1_ASM3844112v1,NZ_CP131842.1,plasmid,37500,190703,0.19664085,0.254820341,0.815879555,34291,3209,0.771684275,155590.6788,Enterococcus faecium,-,Terrabacteria group,Bacillota,Homo sapiens,blood,Humans,Enterococcus,2872463,0.066390063,CP131842.1,NA,5.280357525,-0.08837395,-1.177896918,Cluster_1
GCF_038441125.1_ASM3844112v1,NZ_CP131843.1,plasmid,13087,40751,0.321145493,0.254820341,1.336059887,11747,1340,1.260282019,54445.77644,Enterococcus faecium,-,Terrabacteria group,Bacillota,Homo sapiens,blood,Humans,Enterococcus,2872463,0.01418678,CP131843.1,NA,4.61013827,0.125825925,-1.848116173,Cluster_1
GCF_038441125.1_ASM3844112v1,NZ_CP131844.1,plasmid,13208,28012,0.471512209,0.254820341,1.93131638,11919,1289,1.850371159,54100.03445,Enterococcus faecium,-,Terrabacteria group,Bacillota,Homo sapiens,blood,Humans,Enterococcus,2872463,0.00975191,CP131844.1,NA,4.447344118,0.285853424,-2.010910326,Cluster_1
GCF_038441125.1_ASM3844112v1,NZ_CP131846.1,plasmid,15594,4377,3.562714188,0.254820341,13.94169316,15272,322,13.98127865,61022.79096,Enterococcus faecium,-,Terrabacteria group,Bacillota,Homo sapiens,blood,Humans,Enterococcus,2872463,0.001523779,CP131846.1,NA,3.641176547,1.14431552,-2.817077897,Cluster_2
GCF_024918795.1_ASM2491879v1,NZ_CP103723.1,plasmid,225946,105371,2.144290175,1.273659319,1.723252538,219506,6440,1.683566511,181580.8432,Enterobacter hormaechei,3131,Pseudomonadota,Gammaproteobacteria,Homo sapiens,blood,Humans,Enterobacter,4872858,0.021624065,CP103723.1,conjugative,5.022721102,0.236348927,-1.665062654,Cluster_1
GCF_024918795.1_ASM2491879v1,NZ_CP103724.1,plasmid,206335,84525,2.441112097,1.273659319,1.954747944,201979,4356,1.91661307,165225.0699,Enterobacter hormaechei,3131,Pseudomonadota,Gammaproteobacteria,Homo sapiens,blood,Humans,Enterobacter,4872858,0.017346083,CP103724.1,conjugative,4.926985179,0.291090765,-1.760798576,Cluster_1
GCF_024918795.1_ASM2491879v1,NZ_CP103725.1,plasmid,50124,3223,15.55197021,1.273659319,12.20074166,50076,48,12.21046318,39322.99037,Enterobacter hormaechei,3131,Pseudomonadota,Gammaproteobacteria,Homo sapiens,blood,Humans,Enterobacter,4872858,0.000661419,CP103725.1,mobilizable,3.508260306,1.086386231,-3.17952345,Cluster_2
GCF_024918795.1_ASM2491879v1,NZ_CP103726.1,plasmid,63952,2495,25.63206413,1.273659319,20.108807,63689,263,20.12474117,50171.47348,Enterobacter hormaechei,3131,Pseudomonadota,Gammaproteobacteria,Homo sapiens,blood,Humans,Enterobacter,4872858,0.00051202,CP103726.1,mobilizable,3.39707055,1.303386306,-3.290713206,Cluster_2
GCF_013340745.1_ASM1334074v1,NZ_CP050184.1,plasmid,131059,368179,0.355965441,0.345017175,1.06751706,128559,2500,1.031732522,393037.3636,Bacillus thuringiensis,HER1410,Terrabacteria group,Bacillota,NA,NA,Unannotated,Bacillus,5585577,0.065916019,CP050184.1,non-mobilizable,5.566059014,0.028374824,-1.181009029,Cluster_1
GCF_013340745.1_ASM1334074v1,NZ_CP050185.1,plasmid,116488,155569,0.748786712,0.345017175,2.21546357,115273,1215,2.170288221,344657.4522,Bacillus thuringiensis,HER1410,Terrabacteria group,Bacillota,NA,NA,Unannotated,Bacillus,5585577,0.027851912,CP050185.1,non-mobilizable,5.19192306,0.345464613,-1.555144983,Cluster_1
GCF_013340745.1_ASM1334074v1,NZ_CP050186.1,plasmid,29442,38150,0.771743119,0.345017175,2.25213517,29084,358,2.236825219,85918.95672,Bacillus thuringiensis,HER1410,Terrabacteria group,Bacillota,NA,NA,Unannotated,Bacillus,5585577,0.006830091,CP050186.1,non-mobilizable,4.581494542,0.352594453,-2.165573501,Cluster_1
GCF_014322245.1_ASM1432224v1,NZ_CP047974.1,plasmid,174126,103751,1.678306715,2.387422291,0.702911655,174126,0,0.702978573,72927.78711,Acinetobacter baumannii,DETAB-P2,Pseudomonadota,Gammaproteobacteria,Homo sapiens,rectal swab,Humans,Acinetobacter,3892871,0.026651538,CP047974.1,non-mobilizable,5.015992291,-0.153099256,-1.574277721,Cluster_1
GCF_014322245.1_ASM1432224v1,NZ_CP047975.1,plasmid,291724,100072,2.915141098,2.387422291,1.22099174,291398,326,1.22104125,122187.0854,Acinetobacter baumannii,DETAB-P2,Pseudomonadota,Gammaproteobacteria,Homo sapiens,rectal swab,Humans,Acinetobacter,3892871,0.025706477,CP047975.1,non-mobilizable,5.00031258,0.086712726,-1.589957433,Cluster_1
GCF_014322245.1_ASM1432224v1,NZ_CP047976.1,plasmid,77268,9132,8.461235217,2.387422291,3.691166933,76476,792,3.54408822,33707.73643,Acinetobacter baumannii,DETAB-P2,Pseudomonadota,Gammaproteobacteria,Homo sapiens,rectal swab,Humans,Acinetobacter,3892871,0.002345827,CP047976.1,mobilizable,3.960565903,0.567163687,-2.62970411,Cluster_2
GCF_036419715.1_ASM3641971v1,NZ_CP134837.1,plasmid,145370,27501,5.2859896,2.811708751,1.926096359,138580,6790,1.879991873,52969.57598,Staphylococcus epidermidis,ADQBG,Terrabacteria group,Bacillota,Homo sapiens,skin,Humans,Staphylococcus,2519671,0.01091452,CP134837.1,NA,4.439348486,0.28467801,-1.961995351,Cluster_1
GCF_036419715.1_ASM3641971v1,NZ_CP134836.1,plasmid,208262,25277,8.239189777,2.811708751,2.938266687,206085,2177,2.930314093,74270.56705,Staphylococcus epidermidis,ADQBG,Terrabacteria group,Bacillota,Homo sapiens,skin,Humans,Staphylococcus,2519671,0.010031865,CP134836.1,NA,4.402725528,0.468091211,-1.998618309,Cluster_1
GCF_036419715.1_ASM3641971v1,NZ_CP134838.1,plasmid,87520,2491,35.13448414,2.811708751,12.49331558,87467,53,12.4957765,31120.84911,Staphylococcus epidermidis,ADQBG,Terrabacteria group,Bacillota,Homo sapiens,skin,Humans,Staphylococcus,2519671,0.000988621,CP134838.1,NA,3.396373728,1.09667771,-3.00497011,Cluster_2
GCF_002903025.1_ASM290302v1,NZ_CP026186.1,plasmid,280446,373179,0.75150531,0.437509832,1.767355889,266195,14251,1.71768782,659540.1033,Klebsiella pneumoniae,KPNIH49,Pseudomonadota,Gammaproteobacteria,NA,NA,Unannotated,Klebsiella,5403218,0.069066064,CP026186.1,conjugative,5.571917197,0.247324011,-1.160735293,Cluster_1
GCF_002903025.1_ASM290302v1,NZ_CP026179.1,plasmid,287948,237571,1.212050292,0.437509832,2.997759392,252849,35099,2.770338409,712180.6964,Klebsiella pneumoniae,KPNIH49,Pseudomonadota,Gammaproteobacteria,NA,NA,Unannotated,Klebsiella,5403218,0.043968428,CP026179.1,conjugative,5.375793426,0.476796772,-1.356859064,Cluster_1
GCF_002903025.1_ASM290302v1,NZ_CP026180.1,plasmid,17413,97198,0.179149777,0.437509832,0.471311299,10070,7343,0.409476002,45810.5156,Klebsiella pneumoniae,KPNIH49,Pseudomonadota,Gammaproteobacteria,NA,NA,Unannotated,Klebsiella,5403218,0.01798891,CP026180.1,non-mobilizable,4.987657329,-0.326692149,-1.744995161,Cluster_1
GCF_002903025.1_ASM290302v1,NZ_CP026181.1,plasmid,182809,94405,1.936433452,0.437509832,4.597467683,176768,6041,4.426034136,434023.9366,Klebsiella pneumoniae,KPNIH49,Pseudomonadota,Gammaproteobacteria,NA,NA,Unannotated,Klebsiella,5403218,0.017471995,CP026181.1,conjugative,4.974994997,0.662518685,-1.757657494,Cluster_1
GCF_002903025.1_ASM290302v1,NZ_CP026182.1,plasmid,72669,61178,1.187828958,0.437509832,2.962547464,62426,10243,2.714976604,181242.7287,Klebsiella pneumoniae,KPNIH49,Pseudomonadota,Gammaproteobacteria,NA,NA,Unannotated,Klebsiella,5403218,0.011322512,CP026182.1,mobilizable,4.786595275,0.471665317,-1.946057215,Cluster_1
GCF_002903025.1_ASM290302v1,NZ_CP026184.1,plasmid,96746,60046,1.611198081,0.437509832,3.802566472,93607,3139,3.68265571,228328.9064,Klebsiella pneumoniae,KPNIH49,Pseudomonadota,Gammaproteobacteria,NA,NA,Unannotated,Klebsiella,5403218,0.011113007,CP026184.1,conjugative,4.778484082,0.580076815,-1.954168408,Cluster_1
GCF_002903025.1_ASM290302v1,NZ_CP026185.1,plasmid,16151,40784,0.396013142,0.437509832,1.161348073,7016,9135,0.905152555,47364.41982,Klebsiella pneumoniae,KPNIH49,Pseudomonadota,Gammaproteobacteria,NA,NA,Unannotated,Klebsiella,5403218,0.007548094,CP026185.1,non-mobilizable,4.610489818,0.064962404,-2.122162672,Cluster_1
GCF_002903025.1_ASM290302v1,NZ_CP026183.1,plasmid,47541,6974,6.816891311,0.437509832,15.5394783,47541,0,15.58111569,108372.3217,Klebsiella pneumoniae,KPNIH49,Pseudomonadota,Gammaproteobacteria,NA,NA,Unannotated,Klebsiella,5403218,0.001290712,CP026183.1,non-mobilizable,3.843481943,1.191436434,-2.889170547,Cluster_2
GCF_030295195.1_ASM3029519v1,NZ_AP025752.1,plasmid,63335,220055,0.28781441,0.321733606,0.908341784,62379,956,0.894573663,199885.1513,Escherichia sp. HH154_1D,HH-P049,Pseudomonadota,Gammaproteobacteria,Bos taurus,feces,Livestock,Escherichia,5326217,0.04131544,AP025752.1,conjugative,5.342531241,-0.041750708,-1.383887616,Cluster_1
GCF_030295195.1_ASM3029519v1,NZ_AP025753.1,plasmid,21628,91132,0.237326076,0.321733606,0.740651445,21058,570,0.737647769,67497.04748,Escherichia sp. HH154_1D,HH-P049,Pseudomonadota,Gammaproteobacteria,Bos taurus,feces,Livestock,Escherichia,5326217,0.01711008,AP025753.1,conjugative,4.959670901,-0.130386126,-1.766747955,Cluster_1
GCF_035583175.1_ASM3558317v1,NZ_CP141641.1,plasmid,151490,60671,2.496909561,2.093508338,1.208999949,148240,3250,1.192691482,73351.23588,Enterococcus casseliflavus,Dec0527,Terrabacteria group,Bacillota,Moschus berezovskii,NA,Animals,Enterococcus,3345060,0.018137492,CP141641.1,NA,4.782981153,0.082426282,-1.741422759,Cluster_1
GCF_035583175.1_ASM3558317v1,NZ_CP141642.1,plasmid,89035,6708,13.27295766,2.093508338,6.338475127,89035,0,6.340054837,42518.49115,Enterococcus casseliflavus,Dec0527,Terrabacteria group,Bacillota,Moschus berezovskii,NA,Animals,Enterococcus,3345060,0.002005345,CP141642.1,NA,3.826593054,0.80198479,-2.697810858,Cluster_2
GCF_019670345.1_ASM1967034v1,NZ_AP023307.1,plasmid,92516,131843,0.701713402,0.317858739,2.229932925,90367,2149,2.207626579,294001.0466,Salmonella enterica subsp. enterica serovar 4;[5];12:i:-,L-4567,Pseudomonadota,Gammaproteobacteria,NA,Bos taurus,Livestock,Salmonella,4916898,0.026814264,AP023307.1,conjugative,5.120057077,0.3482918,-1.571634122,Cluster_1
GCF_019670345.1_ASM1967034v1,NZ_AP023308.1,plasmid,20604,7257,2.839189748,0.317858739,9.461907522,19616,988,8.932237488,68665.06289,Salmonella enterica subsp. enterica serovar 4;[5];12:i:-,L-4567,Pseudomonadota,Gammaproteobacteria,NA,Bos taurus,Livestock,Salmonella,4916898,0.001475931,AP023308.1,mobilizable,3.860757123,0.975978699,-2.830934076,Cluster_2
GCF_036420095.1_ASM3642009v1,NZ_CP134826.1,plasmid,113240,19902,5.689880414,2.142080133,2.769501251,108917,4323,2.656240692,55118.6139,Staphylococcus capitis,ADJXA,Terrabacteria group,Bacillota,Homo sapiens,skin,Humans,Staphylococcus,2435710,0.008170923,CP134826.1,NA,4.298896722,0.442401566,-2.087728857,Cluster_2
GCF_036420095.1_ASM3642009v1,NZ_CP134827.1,plasmid,58556,4546,12.88077431,2.142080133,6.060608203,56821,1735,6.013208428,27551.52489,Staphylococcus capitis,ADJXA,Terrabacteria group,Bacillota,Homo sapiens,skin,Humans,Staphylococcus,2435710,0.001866396,CP134827.1,NA,3.657629431,0.782516209,-2.728996148,Cluster_2
GCF_036420095.1_ASM3642009v1,NZ_CP134825.1,plasmid,73303,2118,34.6095373,2.142080133,16.58314787,68663,4640,16.156976,35123.10719,Staphylococcus capitis,ADJXA,Terrabacteria group,Bacillota,Homo sapiens,skin,Humans,Staphylococcus,2435710,0.000869562,CP134825.1,NA,3.325925956,1.219666973,-3.060699623,Cluster_2
GCF_036420095.1_ASM3642009v1,NZ_CP134824.1,plasmid,49731,1279,38.88272088,2.142080133,18.14501331,49731,0,18.15185169,23207.47202,Staphylococcus capitis,ADJXA,Terrabacteria group,Bacillota,Homo sapiens,skin,Humans,Staphylococcus,2435710,0.000525104,CP134824.1,NA,3.106870544,1.258757291,-3.279755035,Cluster_2
GCF_020149895.1_ASM2014989v1,NZ_CP083769.1,plasmid,297897,250893,1.187346797,0.992870644,1.206071921,289718,8179,1.195872599,302595.0025,Klebsiella pneumoniae,KSB1_9E,Pseudomonadota,Gammaproteobacteria,Homo sapiens,throat swab,Humans,Klebsiella,5245214,0.047832748,CP083769.1,conjugative,5.399488545,0.081373207,-1.320274667,Cluster_1
GCF_020149895.1_ASM2014989v1,NZ_CP083770.1,plasmid,238442,33807,7.053036353,0.992870644,7.100664013,238442,0,7.103681027,240052.1483,Klebsiella pneumoniae,KSB1_9E,Pseudomonadota,Gammaproteobacteria,Homo sapiens,throat swab,Humans,Klebsiella,5245214,0.006445304,CP083770.1,non-mobilizable,4.529006634,0.851298963,-2.190756578,Cluster_1
GCF_020149895.1_ASM2014989v1,NZ_CP083771.1,plasmid,224506,6352,35.34414358,0.992870644,35.58281509,224505,1,35.59793393,226022.0414,Klebsiella pneumoniae,KSB1_9E,Pseudomonadota,Gammaproteobacteria,Homo sapiens,throat swab,Humans,Klebsiella,5245214,0.001211009,CP083771.1,mobilizable,3.802910489,1.551240304,-2.916852722,Cluster_2
GCF_020149895.1_ASM2014989v1,NZ_CP083772.1,plasmid,93876,5214,18.00460299,0.992870644,18.1263564,93876,0,18.13388593,94510.82225,Klebsiella pneumoniae,KSB1_9E,Pseudomonadota,Gammaproteobacteria,Homo sapiens,throat swab,Humans,Klebsiella,5245214,0.000994049,CP083772.1,mobilizable,3.717171027,1.258310515,-3.002592185,Cluster_2
GCF_020149895.1_ASM2014989v1,NZ_CP083773.1,plasmid,92792,4176,22.22030651,0.992870644,22.37035553,92792,0,22.37986052,93418.6047,Klebsiella pneumoniae,KSB1_9E,Pseudomonadota,Gammaproteobacteria,Homo sapiens,throat swab,Humans,Klebsiella,5245214,0.000796154,CP083773.1,non-mobilizable,3.62076049,1.349672886,-3.099002722,Cluster_2
GCF_020149895.1_ASM2014989v1,NZ_CP083774.1,plasmid,141907,2833,50.09071655,0.992870644,50.42896854,141907,0,50.4503954,142865.2679,Klebsiella pneumoniae,KSB1_9E,Pseudomonadota,Gammaproteobacteria,Homo sapiens,throat swab,Humans,Klebsiella,5245214,0.000540111,CP083774.1,non-mobilizable,3.452246575,1.702680085,-3.267516637,Cluster_2
GCF_016406385.1_ASM1640638v1,NZ_CP066422.1,plasmid,136870,202167,0.677014547,0.700888936,1.009182773,124533,12337,0.965936988,204023.4536,Enterococcus faecium,Dallas 55,Terrabacteria group,Bacillota,Homo sapiens,rectal swab,Humans,Enterococcus,2877824,0.070249953,CP066422.1,non-mobilizable,5.305710267,0.003969828,-1.153353964,Cluster_1
GCF_016406385.1_ASM1640638v1,NZ_CP066423.1,plasmid,58044,54822,1.058772026,0.700888936,1.543610729,55556,2488,1.510613126,84623.82738,Enterococcus faecium,Dallas 55,Terrabacteria group,Bacillota,Homo sapiens,rectal swab,Humans,Enterococcus,2877824,0.01904981,CP066423.1,conjugative,4.738954875,0.188537789,-1.720109355,Cluster_1
GCF_016406385.1_ASM1640638v1,NZ_CP066424.1,plasmid,61503,36284,1.695044648,0.700888936,2.523374665,58045,3458,2.418421182,91558.12636,Enterococcus faecium,Dallas 55,Terrabacteria group,Bacillota,Homo sapiens,rectal swab,Humans,Enterococcus,2877824,0.012608137,CP066424.1,non-mobilizable,4.559715158,0.401981738,-1.899349072,Cluster_1
GCF_016406385.1_ASM1640638v1,NZ_CP066425.1,plasmid,36426,12538,2.905248046,0.700888936,4.397254168,32402,4024,4.145090468,55132.77276,Enterococcus faecium,Dallas 55,Terrabacteria group,Bacillota,Homo sapiens,rectal swab,Humans,Enterococcus,2877824,0.004356764,CP066425.1,mobilizable,4.098228266,0.643181569,-2.360835965,Cluster_2
